problem_id,validity_rate,passing_tests,total_tests,coverage,mutation_score
HumanEval_69,-10.0,-1,10,100.0,0.0
HumanEval_70,100.0,10,10,100.0,100.0
HumanEval_71,100.0,10,10,100.0,92.0
HumanEval_72,100.0,10,10,100.0,68.75
HumanEval_73,100.0,10,10,100.0,100.0
HumanEval_74,100.0,10,10,100.0,88.88888888888889
HumanEval_75,100.0,14,14,100.0,43.47826086956522
HumanEval_76,100.0,10,10,100.0,70.0
HumanEval_77,100.0,10,10,100.0,100.0
HumanEval_78,100.0,10,10,100.0,100.0
HumanEval_79,100.0,10,10,100.0,100.0
HumanEval_80,100.0,10,10,100.0,84.21052631578948
HumanEval_81,100.0,10,10,100.0,86.84210526315789
HumanEval_82,30.0,3,10,100.0,61.53846153846154
HumanEval_83,100.0,10,10,100.0,22.22222222222222
HumanEval_84,100.0,10,10,100.0,100.0
HumanEval_85,-10.0,-1,10,100.0,0.0
HumanEval_86,,0,0,,
HumanEval_87,100.0,8,8,100.0,100.0
HumanEval_88,100.0,10,10,100.0,10.0
HumanEval_89,100.0,10,10,100.0,93.33333333333333
HumanEval_90,100.0,10,10,100.0,100.0
HumanEval_91,100.0,10,10,100.0,100.0
HumanEval_92,-10.0,-1,10,100.0,0.0
HumanEval_93,100.0,10,10,100.0,100.0
HumanEval_94,100.0,10,10,100.0,77.27272727272727
HumanEval_95,100.0,10,10,89.0,80.0
HumanEval_96,100.0,10,10,27.0,0.0
HumanEval_97,100.0,10,10,100.0,100.0
HumanEval_98,100.0,10,10,100.0,88.88888888888889
HumanEval_99,100.0,10,10,93.0,58.333333333333336
HumanEval_100,100.0,10,10,100.0,100.0
HumanEval_101,100.0,10,10,100.0,100.0
HumanEval_102,100.0,10,10,12.0,0.0
HumanEval_103,100.0,10,10,100.0,100.0
HumanEval_104,100.0,10,10,100.0,100.0
HumanEval_105,100.0,10,10,100.0,100.0
HumanEval_106,-10.0,-1,10,100.0,0.0
HumanEval_107,-10.0,-1,10,100.0,0.0
HumanEval_108,-10.0,-1,10,100.0,0.0
HumanEval_109,20.0,2,10,100.0,61.53846153846154
HumanEval_110,100.0,10,10,100.0,100.0
HumanEval_111,100.0,10,10,100.0,85.71428571428571
HumanEval_112,100.0,10,10,100.0,100.0
HumanEval_113,100.0,10,10,67.0,5.2631578947368425
HumanEval_114,-10.0,-1,10,100.0,0.0
HumanEval_115,100.0,10,10,100.0,100.0
HumanEval_116,100.0,10,10,100.0,33.333333333333336
HumanEval_117,100.0,10,10,100.0,100.0
HumanEval_118,100.0,10,10,100.0,82.14285714285714
HumanEval_119,10.0,1,10,100.0,46.42857142857143
HumanEval_120,100.0,10,10,100.0,100.0
HumanEval_121,100.0,8,8,100.0,0.0
HumanEval_122,100.0,10,10,100.0,100.0
HumanEval_123,100.0,10,10,18.0,4.166666666666667
HumanEval_124,44.44444444444444,4,9,100.0,31.25
HumanEval_125,100.0,10,10,100.0,100.0
HumanEval_126,40.0,4,10,100.0,71.42857142857143
HumanEval_127,100.0,10,10,100.0,85.71428571428571
HumanEval_128,100.0,10,10,75.0,8.333333333333334
HumanEval_129,100.0,10,10,100.0,87.87878787878788
HumanEval_130,-10.0,-1,10,100.0,0.0
HumanEval_131,-10.0,-1,10,100.0,0.0
HumanEval_132,70.0,7,10,100.0,75.0
HumanEval_133,100.0,10,10,100.0,100.0
HumanEval_134,100.0,10,10,100.0,84.61538461538461
HumanEval_135,0.0,0,10,100.0,30.76923076923077
HumanEval_136,-10.0,-1,10,100.0,0.0
HumanEval_137,100.0,10,10,17.0,0.0
HumanEval_138,-10.0,-1,10,100.0,0.0
HumanEval_139,-10.0,-1,10,100.0,0.0
HumanEval_140,100.0,10,10,100.0,92.15686274509804
HumanEval_141,100.0,10,10,100.0,92.5925925925926
HumanEval_142,100.0,10,10,100.0,94.44444444444444
HumanEval_143,100.0,10,10,100.0,73.6842105263158
HumanEval_144,100.0,10,10,100.0,100.0
HumanEval_145,-10.0,-1,10,100.0,0.0
HumanEval_146,100.0,10,10,11.0,0.0
HumanEval_147,100.0,10,10,100.0,85.71428571428571
HumanEval_148,100.0,10,10,100.0,95.0
HumanEval_149,100.0,10,10,29.0,0.0
HumanEval_150,100.0,10,10,100.0,85.71428571428571
HumanEval_151,0.0,0,10,100.0,9.090909090909092
HumanEval_152,100.0,10,10,100.0,100.0
HumanEval_153,100.0,10,10,100.0,68.42105263157895
HumanEval_154,100.0,10,10,100.0,69.23076923076923
HumanEval_155,100.0,10,10,100.0,100.0
HumanEval_156,100.0,10,10,100.0,79.54545454545455
HumanEval_157,100.0,10,10,50.0,0.0
HumanEval_158,-10.0,-1,10,100.0,0.0
HumanEval_159,100.0,9,9,100.0,80.0
HumanEval_160,100.0,10,10,100.0,100.0
HumanEval_161,100.0,10,10,100.0,89.47368421052632
HumanEval_162,100.0,10,10,100.0,100.0
HumanEval_163,100.0,10,10,25.0,0.0
