problem_id,baseline_validity_rate,baseline_passing_tests,baseline_total_tests,baseline_coverage,baseline_mutation_score,spec_NoSUT_validity_rate,spec_NoSUT_passing_tests,spec_NoSUT_total_tests,spec_NoSUT_coverage,spec_NoSUT_mutation_score,spec_SUT_validity_rate,spec_SUT_passing_tests,spec_SUT_total_tests,spec_SUT_coverage,spec_SUT_mutation_score,hybrid_validity_rate,hybrid_passing_tests,hybrid_total_tests,hybrid_coverage,hybrid_mutation_score,delta_hybrid_vs_baseline,delta_NoSUT_vs_baseline,delta_SUT_vs_baseline,delta_NoSUT_vs_SUT,delta_hybrid_vs_SUT,delta_variance
HumanEval_153,100.0,10,10,100.0,94.73684210526316,63.63636363636363,7,11,100.0,73.6842105263158,100.0,10,10,100.0,68.42105263157895,100.0,18,18,100.0,94.73684210526316,0.0,-21.05263157894737,-26.31578947368422,5.26315789473685,26.31578947368422,193.90581717451533
HumanEval_154,80.0,8,10,100.0,69.23076923076923,100.0,12,12,100.0,69.23076923076923,100.0,10,10,100.0,69.23076923076923,100.0,21,21,100.0,69.23076923076923,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval_155,100.0,10,10,100.0,100.0,83.33333333333333,10,12,100.0,100.0,100.0,10,10,100.0,100.0,100.0,21,21,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval_156,100.0,10,10,100.0,79.54545454545455,,0,0,,0.0,100.0,10,10,100.0,79.54545454545455,100.0,18,18,100.0,79.54545454545455,0.0,-79.54545454545455,0.0,-79.54545454545455,0.0,2109.159779614325
HumanEval_157,80.0,8,10,100.0,81.25,66.66666666666667,8,12,100.0,43.75,100.0,10,10,50.0,0.0,100.0,17,17,100.0,81.25,0.0,-37.5,-81.25,43.75,81.25,1653.6458333333335
HumanEval_158,80.0,8,10,100.0,100.0,70.0,7,10,100.0,100.0,-10.0,-1,10,100.0,0.0,100.0,17,17,100.0,100.0,0.0,0.0,-100.0,100.0,100.0,3333.333333333333
HumanEval_159,100.0,10,10,100.0,80.0,75.0,9,12,100.0,80.0,100.0,9,9,100.0,80.0,100.0,18,18,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval_16,100.0,10,10,100.0,0.0,63.63636363636363,7,11,100.0,0.0,100.0,10,10,100.0,0.0,100.0,18,18,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval_160,100.0,10,10,100.0,100.0,50.0,6,12,100.0,100.0,100.0,10,10,100.0,100.0,100.0,17,17,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval_161,100.0,10,10,100.0,89.47368421052632,83.33333333333333,10,12,100.0,89.47368421052632,100.0,10,10,100.0,89.47368421052632,100.0,21,21,100.0,89.47368421052632,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval_162,,0,0,0.0,0.0,41.666666666666664,5,12,100.0,100.0,100.0,10,10,100.0,100.0,100.0,11,11,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
HumanEval_163,100.0,10,10,100.0,90.0,66.66666666666667,8,12,100.0,90.0,100.0,10,10,25.0,0.0,100.0,19,19,100.0,90.0,0.0,0.0,-90.0,90.0,90.0,2700.0
HumanEval_17,100.0,10,10,100.0,100.0,50.0,6,12,100.0,100.0,100.0,10,10,100.0,100.0,100.0,17,17,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval_18,100.0,10,10,100.0,80.0,100.0,11,11,100.0,90.0,100.0,10,10,100.0,90.0,100.0,19,19,100.0,90.0,10.0,10.0,10.0,0.0,0.0,0.0
HumanEval_19,100.0,10,10,100.0,83.33333333333333,58.333333333333336,7,12,100.0,95.83333333333331,100.0,10,10,100.0,95.83333333333331,100.0,18,18,100.0,95.83333333333331,12.499999999999986,12.499999999999986,12.499999999999986,0.0,0.0,0.0
HumanEval_2,40.0,4,10,100.0,100.0,72.72727272727273,8,11,100.0,100.0,80.0,8,10,100.0,100.0,100.0,14,14,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval_20,100.0,10,10,100.0,83.33333333333333,58.333333333333336,7,12,100.0,83.33333333333333,100.0,10,10,60.0,8.333333333333334,100.0,18,18,100.0,83.33333333333333,0.0,0.0,-75.0,75.0,75.0,1875.0
HumanEval_21,60.0,6,10,100.0,100.0,54.54545454545455,6,11,100.0,100.0,100.0,10,10,100.0,100.0,100.0,9,9,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval_22,100.0,10,10,100.0,0.0,81.81818181818181,9,11,100.0,0.0,10.0,1,10,0.0,0.0,100.0,20,20,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval_23,100.0,10,10,100.0,0.0,77.77777777777777,7,9,100.0,0.0,100.0,10,10,100.0,0.0,100.0,18,18,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval_24,100.0,10,10,100.0,100.0,66.66666666666667,8,12,100.0,100.0,100.0,10,10,50.0,0.0,100.0,19,19,100.0,100.0,0.0,0.0,-100.0,100.0,100.0,3333.333333333333
HumanEval_25,100.0,10,10,100.0,56.25,75.0,9,12,100.0,56.25,100.0,10,10,46.0,0.0,100.0,20,20,100.0,56.25,0.0,0.0,-56.25,56.25,56.25,1054.6875
HumanEval_26,100.0,10,10,100.0,100.0,66.66666666666667,6,9,100.0,100.0,100.0,10,10,100.0,100.0,100.0,17,17,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval_27,100.0,10,10,100.0,0.0,66.66666666666667,8,12,100.0,0.0,100.0,10,10,100.0,0.0,100.0,19,19,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval_28,100.0,10,10,100.0,100.0,77.77777777777777,7,9,100.0,100.0,100.0,10,10,100.0,100.0,100.0,18,18,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval_29,100.0,10,10,100.0,0.0,83.33333333333333,10,12,100.0,0.0,100.0,10,10,100.0,0.0,100.0,21,21,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval_3,100.0,10,10,100.0,100.0,80.0,8,10,100.0,100.0,100.0,10,10,100.0,100.0,100.0,13,13,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval_30,100.0,10,10,100.0,100.0,100.0,12,12,100.0,100.0,10.0,1,10,100.0,0.0,100.0,22,22,100.0,100.0,0.0,0.0,-100.0,100.0,100.0,3333.333333333333
HumanEval_31,100.0,10,10,100.0,100.0,100.0,11,11,100.0,100.0,100.0,10,10,29.0,9.090909090909092,100.0,21,21,100.0,100.0,0.0,0.0,-90.9090909090909,90.9090909090909,90.9090909090909,2754.8209366391184
HumanEval_32,70.0,7,10,100.0,34.61538461538461,,0,0,,0.0,100.0,7,7,100.0,34.61538461538461,,0,0,0.0,0.0,-34.61538461538461,-34.61538461538461,0.0,-34.61538461538461,-34.61538461538461,399.40828402366856
HumanEval_33,100.0,10,10,100.0,100.0,83.33333333333333,10,12,100.0,100.0,-10.0,-1,10,100.0,0.0,100.0,21,21,100.0,100.0,0.0,0.0,-100.0,100.0,100.0,3333.333333333333
HumanEval_34,100.0,10,10,100.0,0.0,81.81818181818181,9,11,100.0,0.0,100.0,10,10,100.0,0.0,100.0,20,20,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval_35,80.0,8,10,100.0,75.0,72.72727272727273,8,11,100.0,75.0,100.0,10,10,100.0,75.0,100.0,17,17,100.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval_36,80.0,8,10,100.0,94.44444444444444,100.0,10,10,100.0,94.44444444444444,100.0,10,10,100.0,94.44444444444444,100.0,19,19,100.0,94.44444444444444,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval_37,100.0,10,10,100.0,100.0,81.81818181818181,9,11,100.0,100.0,100.0,10,10,40.0,0.0,100.0,20,20,100.0,100.0,0.0,0.0,-100.0,100.0,100.0,3333.333333333333
HumanEval_38,80.0,8,10,100.0,88.88888888888889,100.0,12,12,100.0,94.44444444444444,100.0,10,10,100.0,94.44444444444444,,0,0,0.0,0.0,-88.88888888888889,5.555555555555557,5.555555555555557,0.0,-94.44444444444444,2973.251028806584
HumanEval_39,60.0,6,10,100.0,64.51612903225806,,0,0,,0.0,100.0,10,10,100.0,64.51612903225806,100.0,9,9,100.0,64.51612903225806,0.0,-64.51612903225806,0.0,-64.51612903225806,0.0,1387.4436351023242
HumanEval_4,100.0,10,10,100.0,100.0,80.0,8,10,100.0,100.0,100.0,7,7,75.0,25.0,100.0,19,19,100.0,100.0,0.0,0.0,-75.0,75.0,75.0,1875.0
HumanEval_40,80.0,8,10,100.0,80.0,83.33333333333333,10,12,100.0,80.0,30.0,3,10,100.0,30.0,100.0,12,12,100.0,80.0,0.0,0.0,-50.0,50.0,50.0,833.3333333333333
HumanEval_41,100.0,10,10,100.0,100.0,62.5,5,8,100.0,100.0,100.0,10,10,100.0,100.0,100.0,16,16,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval_42,100.0,10,10,100.0,100.0,100.0,11,11,100.0,100.0,100.0,10,10,100.0,100.0,100.0,21,21,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval_43,100.0,10,10,100.0,100.0,72.72727272727273,8,11,100.0,100.0,100.0,10,10,100.0,100.0,100.0,18,18,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval_44,80.0,8,10,100.0,77.77777777777777,,0,0,,0.0,100.0,10,10,100.0,77.77777777777777,100.0,15,15,100.0,77.77777777777777,0.0,-77.77777777777777,0.0,-77.77777777777777,0.0,2016.4609053497938
HumanEval_45,80.0,8,10,100.0,100.0,58.333333333333336,7,12,100.0,100.0,100.0,10,10,50.0,0.0,100.0,17,17,100.0,100.0,0.0,0.0,-100.0,100.0,100.0,3333.333333333333
HumanEval_46,100.0,10,10,100.0,95.83333333333331,80.0,8,10,100.0,95.83333333333331,100.0,10,10,38.0,4.166666666666667,100.0,19,19,100.0,95.83333333333331,0.0,0.0,-91.66666666666664,91.66666666666664,91.66666666666664,2800.9259259259247
HumanEval_47,80.0,8,10,100.0,100.0,83.33333333333333,10,12,100.0,100.0,-10.0,-1,10,100.0,0.0,100.0,20,20,100.0,100.0,0.0,0.0,-100.0,100.0,100.0,3333.333333333333
HumanEval_48,100.0,10,10,100.0,100.0,84.61538461538461,11,13,100.0,100.0,100.0,10,10,100.0,100.0,100.0,22,22,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval_49,100.0,10,10,100.0,100.0,75.0,9,12,100.0,100.0,100.0,10,10,100.0,100.0,100.0,20,20,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval_5,100.0,10,10,100.0,100.0,45.45454545454545,5,11,100.0,100.0,100.0,10,10,0.0,0.0,100.0,16,16,100.0,100.0,0.0,0.0,-100.0,100.0,100.0,3333.333333333333
HumanEval_50,100.0,10,10,75.0,50.0,72.72727272727273,8,11,75.0,50.0,100.0,10,10,75.0,50.0,,0,0,0.0,0.0,-50.0,0.0,0.0,0.0,-50.0,833.3333333333333
HumanEval_51,80.0,8,10,100.0,100.0,81.81818181818181,9,11,100.0,100.0,100.0,10,10,100.0,100.0,100.0,19,19,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval_52,100.0,10,10,100.0,100.0,100.0,12,12,100.0,100.0,100.0,10,10,100.0,100.0,100.0,19,19,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval_53,100.0,10,10,100.0,100.0,75.0,9,12,100.0,100.0,100.0,10,10,50.0,0.0,100.0,19,19,100.0,100.0,0.0,0.0,-100.0,100.0,100.0,3333.333333333333
HumanEval_54,100.0,10,10,100.0,100.0,81.81818181818181,9,11,100.0,100.0,100.0,10,10,100.0,100.0,100.0,20,20,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval_55,100.0,10,10,100.0,63.63636363636363,60.0,6,10,100.0,100.0,100.0,10,10,100.0,63.63636363636363,100.0,17,17,100.0,63.63636363636363,0.0,36.36363636363637,0.0,36.36363636363637,0.0,440.771349862259
HumanEval_56,100.0,10,10,100.0,100.0,75.0,9,12,100.0,100.0,100.0,9,9,100.0,100.0,100.0,17,17,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval_57,100.0,10,10,100.0,100.0,84.61538461538461,11,13,100.0,100.0,0.0,0,10,100.0,50.0,100.0,20,20,100.0,100.0,0.0,0.0,-50.0,50.0,50.0,833.3333333333333
HumanEval_58,100.0,10,10,100.0,100.0,84.61538461538461,11,13,100.0,100.0,100.0,10,10,100.0,100.0,100.0,21,21,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval_59,100.0,10,10,92.0,71.42857142857143,72.72727272727273,8,11,92.0,71.42857142857143,-10.0,-1,10,92.0,0.0,100.0,19,19,92.0,71.42857142857143,0.0,0.0,-71.42857142857143,71.42857142857143,71.42857142857143,1700.6802721088436
HumanEval_6,100.0,10,10,100.0,78.57142857142857,58.333333333333336,7,12,100.0,78.57142857142857,100.0,10,10,100.0,78.57142857142857,100.0,16,16,100.0,78.57142857142857,0.0,0.0,0.0,0.0,0.0,0.0
