problem_id,validity_rate,passing_tests,total_tests,coverage,mutation_score
HumanEval_42,100.0,10,10,100.0,100.0
HumanEval_43,100.0,10,10,100.0,100.0
HumanEval_44,80.0,8,10,100.0,77.77777777777779
HumanEval_45,80.0,8,10,100.0,100.0
HumanEval_46,100.0,10,10,100.0,95.83333333333334
HumanEval_47,80.0,8,10,100.0,100.0
HumanEval_48,100.0,10,10,100.0,100.0
HumanEval_49,100.0,10,10,100.0,100.0
HumanEval_50,100.0,10,10,75.0,50.0
HumanEval_51,80.0,8,10,100.0,100.0
HumanEval_52,100.0,10,10,100.0,100.0
HumanEval_53,100.0,10,10,100.0,100.0
HumanEval_54,100.0,10,10,100.0,100.0
HumanEval_55,100.0,10,10,100.0,100.0
HumanEval_56,100.0,10,10,100.0,100.0
HumanEval_57,100.0,10,10,100.0,100.0
HumanEval_58,100.0,10,10,100.0,100.0
HumanEval_59,100.0,10,10,92.0,71.42857142857143
HumanEval_60,100.0,10,10,100.0,100.0
HumanEval_61,100.0,10,10,100.0,100.0
HumanEval_62,100.0,10,10,100.0,100.0
HumanEval_63,100.0,10,10,100.0,100.0
HumanEval_64,80.0,8,10,100.0,88.23529411764706
HumanEval_65,100.0,10,10,100.0,100.0
HumanEval_66,100.0,10,10,100.0,75.0
HumanEval_67,100.0,10,10,100.0,100.0
HumanEval_68,100.0,10,10,100.0,100.0
HumanEval_69,100.0,10,10,100.0,92.85714285714286
HumanEval_70,100.0,10,10,100.0,100.0
HumanEval_71,100.0,10,10,100.0,92.0
HumanEval_72,100.0,10,10,100.0,87.5
HumanEval_73,100.0,10,10,100.0,100.0
HumanEval_74,100.0,10,10,100.0,100.0
HumanEval_75,100.0,10,10,100.0,65.21739130434783
HumanEval_76,100.0,10,10,100.0,90.0
HumanEval_77,100.0,10,10,100.0,100.0
HumanEval_78,100.0,10,10,100.0,100.0
HumanEval_79,100.0,10,10,100.0,100.0
HumanEval_80,100.0,10,10,100.0,89.47368421052632
HumanEval_81,100.0,10,10,100.0,100.0
HumanEval_82,100.0,10,10,100.0,100.0
HumanEval_83,80.0,8,10,100.0,100.0
HumanEval_84,100.0,10,10,100.0,100.0
HumanEval_85,80.0,8,10,100.0,100.0
HumanEval_86,80.0,8,10,100.0,100.0
HumanEval_87,100.0,10,10,100.0,100.0
HumanEval_88,100.0,10,10,100.0,90.0
HumanEval_89,70.0,7,10,100.0,93.33333333333333
HumanEval_90,100.0,10,10,100.0,100.0
HumanEval_91,70.0,7,10,100.0,100.0
HumanEval_92,100.0,10,10,100.0,90.9090909090909
HumanEval_93,60.0,6,10,100.0,100.0
HumanEval_94,80.0,8,10,100.0,86.36363636363636
HumanEval_95,100.0,10,10,100.0,77.14285714285715
HumanEval_96,100.0,10,10,100.0,81.81818181818183
HumanEval_97,100.0,10,10,100.0,100.0
HumanEval_98,80.0,8,10,100.0,88.88888888888889
HumanEval_99,100.0,10,10,93.0,50.0
HumanEval_100,100.0,10,10,100.0,100.0
HumanEval_101,100.0,10,10,100.0,100.0
HumanEval_102,80.0,8,10,100.0,100.0
HumanEval_103,80.0,8,10,100.0,100.0
HumanEval_104,70.0,7,10,100.0,100.0
HumanEval_105,100.0,10,10,100.0,81.81818181818183
HumanEval_106,100.0,10,10,100.0,96.15384615384616
HumanEval_107,100.0,10,10,100.0,100.0
HumanEval_108,100.0,10,10,100.0,66.66666666666666
HumanEval_109,100.0,10,10,100.0,92.3076923076923
HumanEval_110,100.0,10,10,100.0,100.0
HumanEval_111,100.0,10,10,100.0,85.71428571428571
HumanEval_112,100.0,10,10,100.0,100.0
HumanEval_113,100.0,10,10,100.0,100.0
HumanEval_114,100.0,10,10,100.0,88.88888888888889
HumanEval_115,100.0,10,10,100.0,100.0
HumanEval_116,100.0,10,10,100.0,66.66666666666666
HumanEval_117,70.0,7,10,100.0,100.0
HumanEval_118,100.0,10,10,100.0,82.14285714285714
HumanEval_119,80.0,8,10,100.0,100.0
HumanEval_120,80.0,8,10,100.0,100.0
HumanEval_121,100.0,10,10,100.0,100.0
HumanEval_122,70.0,7,10,100.0,100.0
HumanEval_123,80.0,8,10,100.0,62.5
HumanEval_124,80.0,8,10,100.0,45.83333333333333
HumanEval_125,80.0,8,10,100.0,100.0
HumanEval_126,100.0,10,10,100.0,92.85714285714286
HumanEval_127,60.0,6,10,100.0,60.71428571428571
HumanEval_128,100.0,10,10,100.0,83.33333333333334
HumanEval_129,100.0,10,10,100.0,66.66666666666666
HumanEval_130,100.0,10,10,100.0,100.0
HumanEval_131,100.0,10,10,100.0,82.35294117647058
HumanEval_132,100.0,10,10,100.0,90.0
HumanEval_133,100.0,10,10,100.0,100.0
HumanEval_134,100.0,10,10,100.0,84.61538461538461
HumanEval_135,100.0,10,10,100.0,84.61538461538461
HumanEval_136,100.0,10,10,100.0,100.0
HumanEval_137,100.0,10,10,100.0,88.88888888888889
HumanEval_138,100.0,10,10,100.0,100.0
HumanEval_139,100.0,10,10,100.0,90.9090909090909
HumanEval_140,80.0,8,10,100.0,88.23529411764706
HumanEval_141,100.0,10,10,100.0,96.29629629629629
HumanEval_142,100.0,10,10,100.0,94.44444444444444
HumanEval_143,80.0,8,10,100.0,73.68421052631578
HumanEval_144,100.0,10,10,100.0,100.0
HumanEval_145,N/A,0,0,0.0,0.0
HumanEval_146,100.0,10,10,100.0,95.0
HumanEval_147,100.0,10,10,100.0,85.71428571428571
HumanEval_148,100.0,10,10,100.0,95.0
HumanEval_149,100.0,10,10,100.0,100.0
HumanEval_150,70.0,7,10,100.0,85.71428571428571
HumanEval_151,100.0,10,10,100.0,90.9090909090909
HumanEval_152,100.0,10,10,100.0,100.0
HumanEval_153,100.0,10,10,100.0,94.73684210526315
HumanEval_154,80.0,8,10,100.0,69.23076923076923
HumanEval_155,100.0,10,10,100.0,100.0
HumanEval_156,100.0,10,10,100.0,79.54545454545455
HumanEval_157,80.0,8,10,100.0,81.25
HumanEval_158,80.0,8,10,100.0,100.0
HumanEval_159,100.0,10,10,100.0,80.0
HumanEval_160,100.0,10,10,100.0,100.0
HumanEval_161,100.0,10,10,100.0,89.47368421052632
HumanEval_162,N/A,0,0,0.0,0.0
HumanEval_163,100.0,10,10,100.0,90.0
