problem_id,validity_rate,passing_tests,total_tests,coverage,mutation_score
HumanEval_108,N/A,0,0,N/A,N/A
HumanEval_109,N/A,0,0,N/A,N/A
HumanEval_110,N/A,0,0,N/A,N/A
HumanEval_111,N/A,0,0,N/A,N/A
HumanEval_112,N/A,0,0,N/A,N/A
HumanEval_113,N/A,0,0,N/A,N/A
HumanEval_114,N/A,0,0,N/A,N/A
HumanEval_115,N/A,0,0,N/A,N/A
HumanEval_116,N/A,0,0,N/A,N/A
HumanEval_117,N/A,0,0,N/A,N/A
HumanEval_118,N/A,0,0,N/A,N/A
HumanEval_119,N/A,0,0,N/A,N/A
HumanEval_120,N/A,0,0,N/A,N/A
HumanEval_121,N/A,0,0,N/A,N/A
HumanEval_122,N/A,0,0,N/A,N/A
HumanEval_123,N/A,0,0,N/A,N/A
HumanEval_124,N/A,0,0,N/A,N/A
HumanEval_125,N/A,0,0,N/A,N/A
HumanEval_126,N/A,0,0,N/A,N/A
HumanEval_127,N/A,0,0,N/A,N/A
HumanEval_128,N/A,0,0,N/A,N/A
HumanEval_129,N/A,0,0,N/A,N/A
HumanEval_130,N/A,0,0,N/A,N/A
HumanEval_131,N/A,0,0,N/A,N/A
HumanEval_132,N/A,0,0,N/A,N/A
HumanEval_133,N/A,0,0,N/A,N/A
HumanEval_134,N/A,0,0,N/A,N/A
HumanEval_135,N/A,0,0,N/A,N/A
HumanEval_136,N/A,0,0,N/A,N/A
HumanEval_137,N/A,0,0,N/A,N/A
HumanEval_138,N/A,0,0,N/A,N/A
HumanEval_139,N/A,0,0,N/A,N/A
HumanEval_140,N/A,0,0,N/A,N/A
HumanEval_141,N/A,0,0,N/A,N/A
HumanEval_142,N/A,0,0,N/A,N/A
HumanEval_143,N/A,0,0,N/A,N/A
HumanEval_144,N/A,0,0,N/A,N/A
HumanEval_145,N/A,0,0,N/A,N/A
HumanEval_146,N/A,0,0,N/A,N/A
HumanEval_147,N/A,0,0,N/A,N/A
HumanEval_148,N/A,0,0,N/A,N/A
HumanEval_149,N/A,0,0,N/A,N/A
HumanEval_150,N/A,0,0,N/A,N/A
HumanEval_151,N/A,0,0,N/A,N/A
HumanEval_152,N/A,0,0,N/A,N/A
HumanEval_153,N/A,0,0,N/A,N/A
HumanEval_154,N/A,0,0,N/A,N/A
HumanEval_155,N/A,0,0,N/A,N/A
HumanEval_156,N/A,0,0,N/A,N/A
HumanEval_157,N/A,0,0,N/A,N/A
HumanEval_158,N/A,0,0,N/A,N/A
HumanEval_159,N/A,0,0,N/A,N/A
HumanEval_160,N/A,0,0,N/A,N/A
HumanEval_161,N/A,0,0,N/A,N/A
HumanEval_162,N/A,0,0,N/A,N/A
HumanEval_163,N/A,0,0,N/A,N/A
