problem_id,baseline_validity,spec_validity,validity_diff,baseline_coverage,spec_coverage,coverage_diff,baseline_mutation,spec_mutation,mutation_diff
HumanEval_84,100.0,69.23076923076923,-30.769230769230774,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_85,80.0,72.72727272727273,-7.272727272727266,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_86,80.0,61.53846153846154,-18.46153846153846,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_87,100.0,50.0,-50.0,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_88,100.0,76.92307692307693,-23.076923076923066,100.0,100.0,0.0,90.0,90.0,0.0
HumanEval_89,70.0,81.81818181818183,11.818181818181827,100.0,100.0,0.0,93.33333333333333,93.33333333333333,0.0
HumanEval_90,100.0,76.92307692307693,-23.076923076923066,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_91,70.0,66.66666666666666,-3.333333333333343,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_92,100.0,75.0,-25.0,100.0,100.0,0.0,90.9090909090909,81.81818181818183,-9.09090909090908
HumanEval_93,60.0,40.0,-20.0,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_94,80.0,72.72727272727273,-7.272727272727266,100.0,100.0,0.0,86.36363636363636,77.27272727272727,-9.090909090909093
HumanEval_95,100.0,50.0,-50.0,100.0,95.0,-5.0,77.14285714285715,74.28571428571429,-2.857142857142861
HumanEval_96,100.0,63.63636363636363,-36.36363636363637,100.0,100.0,0.0,81.81818181818183,81.81818181818183,0.0
HumanEval_97,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_98,80.0,81.81818181818183,1.8181818181818272,100.0,100.0,0.0,88.88888888888889,88.88888888888889,0.0
HumanEval_99,100.0,70.0,-30.0,93.0,93.0,0.0,50.0,54.166666666666664,4.166666666666664
HumanEval_100,100.0,66.66666666666666,-33.33333333333334,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_101,100.0,72.72727272727273,-27.272727272727266,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_102,80.0,66.66666666666666,-13.333333333333343,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_103,80.0,72.72727272727273,-7.272727272727266,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_104,70.0,66.66666666666666,-3.333333333333343,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_105,100.0,80.0,-20.0,100.0,100.0,0.0,81.81818181818183,100.0,18.181818181818173
HumanEval_106,100.0,75.0,-25.0,100.0,100.0,0.0,96.15384615384616,96.15384615384616,0.0
HumanEval_107,100.0,45.45454545454545,-54.54545454545455,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_108,100.0,100.0,0.0,100.0,100.0,0.0,66.66666666666666,77.77777777777779,11.111111111111128
HumanEval_109,100.0,100.0,0.0,100.0,100.0,0.0,92.3076923076923,92.3076923076923,0.0
HumanEval_110,100.0,83.33333333333334,-16.666666666666657,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_111,100.0,70.0,-30.0,100.0,100.0,0.0,85.71428571428571,85.71428571428571,0.0
HumanEval_112,100.0,83.33333333333334,-16.666666666666657,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_113,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_114,100.0,100.0,0.0,100.0,100.0,0.0,88.88888888888889,88.88888888888889,0.0
HumanEval_115,100.0,60.0,-40.0,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_116,100.0,60.0,-40.0,100.0,100.0,0.0,66.66666666666666,33.33333333333333,-33.33333333333333
HumanEval_117,70.0,58.333333333333336,-11.666666666666664,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_118,100.0,75.0,-25.0,100.0,100.0,0.0,82.14285714285714,67.85714285714286,-14.285714285714278
HumanEval_119,80.0,75.0,-5.0,100.0,100.0,0.0,100.0,96.42857142857143,-3.5714285714285694
HumanEval_120,80.0,66.66666666666666,-13.333333333333343,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_121,100.0,76.92307692307693,-23.076923076923066,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_122,70.0,41.66666666666667,-28.33333333333333,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_123,80.0,55.55555555555556,-24.444444444444443,100.0,100.0,0.0,62.5,66.66666666666666,4.166666666666657
HumanEval_124,80.0,76.92307692307693,-3.076923076923066,100.0,94.0,-6.0,45.83333333333333,39.58333333333333,-6.25
HumanEval_125,80.0,75.0,-5.0,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_126,100.0,66.66666666666666,-33.33333333333334,100.0,100.0,0.0,92.85714285714286,92.85714285714286,0.0
HumanEval_127,60.0,36.36363636363637,-23.636363636363633,100.0,100.0,0.0,60.71428571428571,53.57142857142857,-7.142857142857139
HumanEval_128,100.0,78.57142857142857,-21.42857142857143,100.0,100.0,0.0,83.33333333333334,83.33333333333334,0.0
HumanEval_129,100.0,33.33333333333333,-66.66666666666667,100.0,100.0,0.0,66.66666666666666,84.84848484848484,18.181818181818187
HumanEval_130,100.0,77.77777777777779,-22.222222222222214,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_131,100.0,69.23076923076923,-30.769230769230774,100.0,100.0,0.0,82.35294117647058,82.35294117647058,0.0
HumanEval_132,100.0,71.42857142857143,-28.57142857142857,100.0,100.0,0.0,90.0,85.0,-5.0
HumanEval_133,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_134,100.0,66.66666666666666,-33.33333333333334,100.0,100.0,0.0,84.61538461538461,84.61538461538461,0.0
HumanEval_135,100.0,83.33333333333334,-16.666666666666657,100.0,100.0,0.0,84.61538461538461,84.61538461538461,0.0
HumanEval_136,100.0,85.71428571428571,-14.285714285714292,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_137,100.0,100.0,0.0,100.0,100.0,0.0,88.88888888888889,66.66666666666666,-22.22222222222223
HumanEval_138,100.0,83.33333333333334,-16.666666666666657,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_139,100.0,50.0,-50.0,100.0,100.0,0.0,90.9090909090909,90.9090909090909,0.0
HumanEval_140,80.0,83.33333333333334,3.333333333333343,100.0,100.0,0.0,88.23529411764706,90.19607843137256,1.9607843137254974
HumanEval_141,100.0,58.333333333333336,-41.666666666666664,100.0,100.0,0.0,96.29629629629629,88.88888888888889,-7.407407407407405
HumanEval_142,100.0,81.81818181818183,-18.181818181818173,100.0,100.0,0.0,94.44444444444444,94.44444444444444,0.0
HumanEval_143,80.0,41.66666666666667,-38.33333333333333,100.0,100.0,0.0,73.68421052631578,73.68421052631578,0.0
HumanEval_144,100.0,81.81818181818183,-18.181818181818173,100.0,100.0,0.0,100.0,92.3076923076923,-7.692307692307693
HumanEval_145,,61.53846153846154,,0.0,100.0,100.0,0.0,33.33333333333333,33.33333333333333
HumanEval_146,100.0,100.0,0.0,100.0,100.0,0.0,95.0,95.0,0.0
HumanEval_147,100.0,66.66666666666666,-33.33333333333334,100.0,100.0,0.0,85.71428571428571,85.71428571428571,0.0
HumanEval_148,100.0,100.0,0.0,100.0,100.0,0.0,95.0,95.0,0.0
HumanEval_149,100.0,77.77777777777779,-22.222222222222214,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_150,70.0,72.72727272727273,2.7272727272727337,100.0,100.0,0.0,85.71428571428571,85.71428571428571,0.0
HumanEval_151,100.0,83.33333333333334,-16.666666666666657,100.0,100.0,0.0,90.9090909090909,81.81818181818183,-9.09090909090908
HumanEval_152,100.0,83.33333333333334,-16.666666666666657,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_153,100.0,63.63636363636363,-36.36363636363637,100.0,100.0,0.0,94.73684210526315,73.68421052631578,-21.05263157894737
HumanEval_154,80.0,100.0,20.0,100.0,100.0,0.0,69.23076923076923,69.23076923076923,0.0
HumanEval_155,100.0,83.33333333333334,-16.666666666666657,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_156,100.0,,,100.0,,,79.54545454545455,,
HumanEval_157,80.0,66.66666666666666,-13.333333333333343,100.0,100.0,0.0,81.25,43.75,-37.5
HumanEval_158,80.0,70.0,-10.0,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_159,100.0,75.0,-25.0,100.0,100.0,0.0,80.0,80.0,0.0
HumanEval_160,100.0,50.0,-50.0,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_161,100.0,83.33333333333334,-16.666666666666657,100.0,100.0,0.0,89.47368421052632,89.47368421052632,0.0
HumanEval_162,,41.66666666666667,,0.0,100.0,100.0,0.0,100.0,100.0
HumanEval_163,100.0,66.66666666666666,-33.33333333333334,100.0,100.0,0.0,90.0,90.0,0.0
