problem_id,validity_rate,passing_tests,total_tests,coverage,mutation_score
HumanEval_43,80.0,8,10,100.0,0.0
HumanEval_44,70.0,7,10,100.0,0.0
HumanEval_45,80.0,8,10,100.0,0.0
HumanEval_46,100.0,10,10,100.0,95.83333333333334
HumanEval_47,80.0,8,10,100.0,0.0
HumanEval_48,100.0,10,10,100.0,100.0
HumanEval_49,100.0,10,10,100.0,100.0
HumanEval_50,100.0,10,10,75.0,50.0
HumanEval_51,100.0,10,10,100.0,100.0
HumanEval_52,100.0,10,10,100.0,100.0
HumanEval_53,100.0,10,10,100.0,100.0
HumanEval_54,100.0,10,10,100.0,100.0
HumanEval_55,100.0,10,10,100.0,100.0
HumanEval_56,100.0,10,10,100.0,100.0
HumanEval_57,70.0,7,10,100.0,0.0
HumanEval_58,100.0,10,10,100.0,100.0
HumanEval_59,100.0,10,10,92.0,71.42857142857143
HumanEval_60,100.0,10,10,100.0,100.0
HumanEval_61,100.0,10,10,100.0,100.0
HumanEval_62,100.0,10,10,100.0,100.0
HumanEval_63,100.0,10,10,100.0,100.0
HumanEval_64,80.0,8,10,100.0,0.0
HumanEval_65,100.0,10,10,100.0,100.0
HumanEval_66,100.0,10,10,100.0,75.0
HumanEval_67,100.0,10,10,100.0,100.0
HumanEval_68,100.0,10,10,100.0,100.0
HumanEval_69,100.0,10,10,100.0,92.85714285714286
HumanEval_70,100.0,10,10,100.0,100.0
HumanEval_71,100.0,10,10,100.0,92.0
HumanEval_72,100.0,10,10,100.0,68.75
HumanEval_73,100.0,10,10,100.0,100.0
HumanEval_74,100.0,10,10,100.0,88.88888888888889
HumanEval_75,70.0,7,10,100.0,0.0
HumanEval_76,80.0,8,10,100.0,0.0
HumanEval_77,100.0,10,10,100.0,100.0
HumanEval_78,100.0,10,10,100.0,100.0
HumanEval_79,100.0,10,10,100.0,100.0
HumanEval_80,100.0,10,10,100.0,89.47368421052632
HumanEval_81,100.0,10,10,100.0,100.0
HumanEval_82,100.0,10,10,100.0,100.0
HumanEval_83,100.0,10,10,100.0,100.0
HumanEval_84,100.0,10,10,100.0,100.0
HumanEval_85,100.0,10,10,100.0,100.0
HumanEval_86,60.0,6,10,100.0,0.0
HumanEval_87,100.0,10,10,100.0,100.0
HumanEval_88,100.0,10,10,100.0,90.0
HumanEval_89,100.0,10,10,100.0,93.33333333333333
HumanEval_90,100.0,10,10,100.0,100.0
HumanEval_91,70.0,7,10,100.0,0.0
HumanEval_92,100.0,10,10,100.0,100.0
HumanEval_93,80.0,8,10,100.0,0.0
HumanEval_94,100.0,10,10,100.0,72.72727272727273
HumanEval_95,100.0,10,10,100.0,74.28571428571429
HumanEval_96,100.0,10,10,100.0,81.81818181818183
HumanEval_97,70.0,7,10,100.0,0.0
HumanEval_98,100.0,10,10,100.0,88.88888888888889
HumanEval_99,100.0,10,10,86.0,45.83333333333333
HumanEval_100,100.0,10,10,100.0,100.0
HumanEval_101,100.0,10,10,100.0,100.0
HumanEval_102,100.0,10,10,100.0,100.0
HumanEval_103,100.0,10,10,100.0,100.0
HumanEval_104,100.0,10,10,100.0,100.0
HumanEval_105,100.0,10,10,100.0,100.0
HumanEval_106,100.0,10,10,100.0,96.15384615384616
HumanEval_107,100.0,10,10,100.0,100.0
HumanEval_108,100.0,10,10,100.0,77.77777777777779
HumanEval_109,100.0,10,10,100.0,92.3076923076923
HumanEval_110,100.0,10,10,100.0,100.0
HumanEval_111,100.0,10,10,100.0,85.71428571428571
HumanEval_112,70.0,7,10,100.0,0.0
HumanEval_113,100.0,10,10,100.0,100.0
HumanEval_114,100.0,10,10,100.0,88.88888888888889
HumanEval_115,100.0,10,10,100.0,100.0
HumanEval_116,100.0,10,10,100.0,66.66666666666666
HumanEval_117,100.0,10,10,100.0,100.0
HumanEval_118,100.0,10,10,100.0,85.71428571428571
HumanEval_119,100.0,10,10,100.0,100.0
HumanEval_120,80.0,8,10,100.0,0.0
HumanEval_121,100.0,10,10,100.0,100.0
HumanEval_122,70.0,7,10,100.0,0.0
HumanEval_123,100.0,10,10,100.0,62.5
HumanEval_124,100.0,10,10,100.0,39.58333333333333
HumanEval_125,70.0,7,10,100.0,0.0
HumanEval_126,100.0,10,10,100.0,92.85714285714286
HumanEval_127,100.0,10,10,100.0,85.71428571428571
HumanEval_128,100.0,10,10,100.0,83.33333333333334
HumanEval_129,100.0,10,10,100.0,57.57575757575758
HumanEval_130,100.0,10,10,100.0,100.0
HumanEval_131,100.0,10,10,100.0,82.35294117647058
HumanEval_132,100.0,10,10,100.0,90.0
HumanEval_133,100.0,10,10,100.0,100.0
HumanEval_134,100.0,10,10,100.0,92.3076923076923
HumanEval_135,100.0,10,10,100.0,84.61538461538461
HumanEval_136,100.0,10,10,100.0,100.0
HumanEval_137,100.0,10,10,100.0,88.88888888888889
HumanEval_138,100.0,10,10,100.0,100.0
HumanEval_139,50.0,5,10,100.0,0.0
HumanEval_140,100.0,10,10,100.0,88.23529411764706
HumanEval_141,100.0,10,10,100.0,100.0
HumanEval_142,80.0,8,10,100.0,0.0
HumanEval_143,100.0,10,10,100.0,73.68421052631578
HumanEval_144,100.0,10,10,100.0,100.0
HumanEval_145,60.0,6,10,100.0,0.0
HumanEval_146,N/A,0,0,0.0,0.0
HumanEval_147,100.0,10,10,100.0,85.71428571428571
HumanEval_148,100.0,10,10,100.0,95.0
HumanEval_149,100.0,10,10,100.0,100.0
HumanEval_150,80.0,8,10,100.0,0.0
HumanEval_151,80.0,8,10,100.0,0.0
HumanEval_152,100.0,10,10,100.0,100.0
HumanEval_153,80.0,8,10,100.0,0.0
HumanEval_154,100.0,10,10,100.0,69.23076923076923
HumanEval_155,100.0,10,10,100.0,100.0
HumanEval_156,100.0,10,10,100.0,84.0909090909091
HumanEval_157,100.0,10,10,100.0,75.0
HumanEval_158,100.0,10,10,100.0,100.0
HumanEval_159,100.0,10,10,100.0,80.0
HumanEval_160,100.0,10,10,100.0,100.0
HumanEval_161,80.0,8,10,100.0,0.0
HumanEval_162,30.0,3,10,100.0,0.0
HumanEval_163,100.0,10,10,100.0,90.0
