problem_id,baseline_validity,spec_validity,validity_diff,baseline_coverage,spec_coverage,coverage_diff,baseline_mutation,spec_mutation,mutation_diff
HumanEval_56,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_57,100.0,0.0,-100.0,100.0,100.0,0.0,100.0,50.0,-50.0
HumanEval_58,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_61,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_63,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_64,80.0,100.0,20.0,100.0,100.0,0.0,88.23529411764706,88.23529411764706,0.0
HumanEval_65,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_66,100.0,100.0,0.0,100.0,100.0,0.0,75.0,75.0,0.0
HumanEval_67,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_68,100.0,100.0,0.0,100.0,60.0,-40.0,100.0,22.22222222222222,-77.77777777777777
HumanEval_70,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_71,100.0,100.0,0.0,100.0,100.0,0.0,92.0,92.0,0.0
HumanEval_72,100.0,100.0,0.0,100.0,100.0,0.0,87.5,68.75,-18.75
HumanEval_73,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_74,100.0,100.0,0.0,100.0,100.0,0.0,100.0,88.88888888888889,-11.111111111111114
HumanEval_75,100.0,100.0,0.0,100.0,100.0,0.0,65.21739130434783,52.17391304347826,-13.04347826086957
HumanEval_76,100.0,100.0,0.0,100.0,100.0,0.0,90.0,90.0,0.0
HumanEval_77,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_78,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_79,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_80,100.0,100.0,0.0,100.0,100.0,0.0,89.47368421052632,84.21052631578947,-5.26315789473685
HumanEval_81,100.0,100.0,0.0,100.0,100.0,0.0,100.0,86.8421052631579,-13.157894736842096
HumanEval_83,80.0,100.0,20.0,100.0,100.0,0.0,100.0,22.22222222222222,-77.77777777777777
HumanEval_84,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_87,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_88,100.0,100.0,0.0,100.0,100.0,0.0,90.0,10.0,-80.0
HumanEval_89,70.0,100.0,30.0,100.0,100.0,0.0,93.33333333333333,93.33333333333333,0.0
HumanEval_90,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_91,70.0,100.0,30.0,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_93,60.0,100.0,40.0,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_94,80.0,100.0,20.0,100.0,100.0,0.0,86.36363636363636,77.27272727272727,-9.090909090909093
HumanEval_95,100.0,100.0,0.0,100.0,89.0,-11.0,77.14285714285715,80.0,2.857142857142847
HumanEval_96,100.0,100.0,0.0,100.0,27.0,-73.0,81.81818181818183,0.0,-81.81818181818183
HumanEval_97,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_98,80.0,100.0,20.0,100.0,100.0,0.0,88.88888888888889,88.88888888888889,0.0
HumanEval_99,100.0,100.0,0.0,93.0,93.0,0.0,50.0,58.333333333333336,8.333333333333336
HumanEval_100,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_101,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_102,80.0,100.0,20.0,100.0,12.0,-88.0,100.0,0.0,-100.0
HumanEval_103,80.0,100.0,20.0,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_104,70.0,100.0,30.0,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_105,100.0,100.0,0.0,100.0,100.0,0.0,81.81818181818183,100.0,18.181818181818173
HumanEval_109,100.0,20.0,-80.0,100.0,100.0,0.0,92.3076923076923,61.53846153846154,-30.769230769230766
HumanEval_110,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_111,100.0,100.0,0.0,100.0,100.0,0.0,85.71428571428571,85.71428571428571,0.0
HumanEval_112,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_113,100.0,100.0,0.0,100.0,67.0,-33.0,100.0,5.263157894736842,-94.73684210526316
HumanEval_115,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_116,100.0,100.0,0.0,100.0,100.0,0.0,66.66666666666666,33.33333333333333,-33.33333333333333
HumanEval_117,70.0,100.0,30.0,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_118,100.0,100.0,0.0,100.0,100.0,0.0,82.14285714285714,82.14285714285714,0.0
HumanEval_119,80.0,10.0,-70.0,100.0,100.0,0.0,100.0,46.42857142857143,-53.57142857142857
HumanEval_120,80.0,100.0,20.0,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_121,100.0,100.0,0.0,100.0,100.0,0.0,100.0,0.0,-100.0
HumanEval_122,70.0,100.0,30.0,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_123,80.0,100.0,20.0,100.0,18.0,-82.0,62.5,4.166666666666666,-58.333333333333336
HumanEval_124,80.0,44.44444444444444,-35.55555555555556,100.0,100.0,0.0,45.83333333333333,31.25,-14.583333333333329
HumanEval_125,80.0,100.0,20.0,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_126,100.0,40.0,-60.0,100.0,100.0,0.0,92.85714285714286,71.42857142857143,-21.42857142857143
HumanEval_127,60.0,100.0,40.0,100.0,100.0,0.0,60.71428571428571,85.71428571428571,25.0
HumanEval_128,100.0,100.0,0.0,100.0,75.0,-25.0,83.33333333333334,8.333333333333332,-75.00000000000001
HumanEval_129,100.0,100.0,0.0,100.0,100.0,0.0,66.66666666666666,87.87878787878788,21.212121212121218
HumanEval_132,100.0,70.0,-30.0,100.0,100.0,0.0,90.0,75.0,-15.0
HumanEval_133,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_134,100.0,100.0,0.0,100.0,100.0,0.0,84.61538461538461,84.61538461538461,0.0
HumanEval_135,100.0,0.0,-100.0,100.0,100.0,0.0,84.61538461538461,30.76923076923077,-53.84615384615384
HumanEval_137,100.0,100.0,0.0,100.0,17.0,-83.0,88.88888888888889,0.0,-88.88888888888889
HumanEval_140,80.0,100.0,20.0,100.0,100.0,0.0,88.23529411764706,92.15686274509804,3.9215686274509807
HumanEval_141,100.0,100.0,0.0,100.0,100.0,0.0,96.29629629629629,92.5925925925926,-3.7037037037036953
HumanEval_142,100.0,100.0,0.0,100.0,100.0,0.0,94.44444444444444,94.44444444444444,0.0
HumanEval_143,80.0,100.0,20.0,100.0,100.0,0.0,73.68421052631578,73.68421052631578,0.0
HumanEval_144,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_146,100.0,100.0,0.0,100.0,11.0,-89.0,95.0,0.0,-95.0
HumanEval_147,100.0,100.0,0.0,100.0,100.0,0.0,85.71428571428571,85.71428571428571,0.0
HumanEval_148,100.0,100.0,0.0,100.0,100.0,0.0,95.0,95.0,0.0
HumanEval_149,100.0,100.0,0.0,100.0,29.0,-71.0,100.0,0.0,-100.0
HumanEval_150,70.0,100.0,30.0,100.0,100.0,0.0,85.71428571428571,85.71428571428571,0.0
HumanEval_151,100.0,0.0,-100.0,100.0,100.0,0.0,90.9090909090909,9.090909090909092,-81.81818181818181
HumanEval_152,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_153,100.0,100.0,0.0,100.0,100.0,0.0,94.73684210526315,68.42105263157895,-26.315789473684205
HumanEval_154,80.0,100.0,20.0,100.0,100.0,0.0,69.23076923076923,69.23076923076923,0.0
HumanEval_155,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_156,100.0,100.0,0.0,100.0,100.0,0.0,79.54545454545455,79.54545454545455,0.0
HumanEval_157,80.0,100.0,20.0,100.0,50.0,-50.0,81.25,0.0,-81.25
HumanEval_159,100.0,100.0,0.0,100.0,100.0,0.0,80.0,80.0,0.0
HumanEval_160,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
HumanEval_161,100.0,100.0,0.0,100.0,100.0,0.0,89.47368421052632,89.47368421052632,0.0
HumanEval_163,100.0,100.0,0.0,100.0,25.0,-75.0,90.0,0.0,-90.0
